178.000,75.000,120.000,85.000
175.551,70.410,122.271,84.680
173.211,70.706,119.604,82.457
171.093,70.920,119.460,82.029
170.600,71.126,117.671,82.805
165.216,73.602,117.374,81.213
166.202,72.155,115.598,81.760
164.843,71.196,115.396,80.369
165.578,71.603,115.858,80.714
166.396,70.917,114.416,80.923
166.788,70.549,113.824,81.661
166.736,72.181,111.803,80.135
166.707,72.054,110.723,80.388
166.286,73.295,110.431,79.042
164.625,72.590,110.946,78.205
165.054,72.135,110.277,77.996
166.370,71.231,108.757,78.135
166.294,71.164,109.094,78.267
166.239,72.724,107.169,76.813
166.254,72.089,107.320,75.905
166.492,69.839,105.757,76.058
164.775,70.873,106.497,75.787
164.897,70.047,105.173,75.818
164.652,69.989,104.588,74.859
164.705,70.938,103.420,74.023
164.764,70.306,102.251,74.762
164.239,70.043,101.376,73.712
162.308,67.955,100.909,74.600
161.407,69.393,101.667,72.768
161.328,69.189,100.790,73.177
160.958,70.328,100.498,71.932
160.884,71.665,99.622,72.158
160.520,72.706,99.330,71.096
160.453,70.828,98.622,71.648
161.380,70.913,99.633,71.480
161.317,71.821,97.900,70.677
161.124,71.344,97.285,70.132
160.920,69.651,97.859,70.373
160.855,70.624,96.162,69.423
160.680,70.165,96.677,69.849
160.466,68.553,96.116,69.125
162.885,69.417,95.368,68.704
161.296,70.381,95.304,68.398
163.382,70.325,94.686,68.833
163.059,70.002,94.363,68.995
162.575,69.759,92.747,68.025
162.020,67.979,94.016,67.291
164.026,68.751,92.237,67.023
163.659,68.856,92.026,67.444
165.094,70.014,91.370,66.393
168.013,69.653,92.086,66.645
171.017,69.204,92.676,67.073
177.677,67.173,93.267,64.970
185.915,61.731,92.710,66.957
188.957,58.852,94.057,66.709
197.451,57.002,93.720,68.823
203.235,55.170,94.876,68.137
207.987,52.996,95.682,68.137
214.625,52.324,93.394,68.025
212.810,52.187,94.631,67.981
214.841,54.864,92.815,68.086
216.389,59.160,93.221,68.086
217.997,61.925,92.875,66.385
217.949,61.238,93.129,67.286
219.002,62.214,92.452,66.286
218.889,65.826,91.891,65.973
218.792,68.378,91.306,65.553
219.472,72.620,89.945,67.304
218.402,75.836,88.496,63.836
214.917,75.832,89.141,64.145
214.773,76.680,87.762,65.026
213.939,77.059,87.762,64.268
213.401,78.175,86.430,63.242
212.934,79.292,86.475,63.524
212.342,80.448,86.025,62.104
212.115,80.426,86.625,62.147
213.953,80.320,85.008,62.359
213.366,78.634,84.576,61.789
211.552,78.337,84.432,61.946
212.132,78.555,83.562,61.801
212.564,82.514,83.994,61.663
210.763,85.107,83.850,60.366
212.483,83.212,82.406,60.308
210.801,83.036,82.103,60.237
210.237,80.003,82.385,61.084
208.240,76.874,81.975,60.096
207.759,76.699,80.547,60.024
206.859,74.610,79.973,58.898
206.951,71.455,79.790,59.017
208.052,70.423,78.689,59.705
206.814,70.699,78.827,59.017
206.622,71.255,79.073,58.178
207.107,73.810,78.511,58.645
206.223,76.464,78.783,57.285
207.667,76.174,77.780,57.460
207.007,75.141,76.954,58.185
207.677,75.409,77.491,57.917
208.616,75.946,76.686,57.515
207.704,76.094,76.247,56.819
208.585,76.109,75.542,56.392
206.512,77.306,76.280,56.489
205.840,77.264,75.387,56.179
205.670,75.323,75.728,56.926
206.432,75.895,75.256,55.784
207.382,73.872,74.397,55.668
207.152,74.344,74.857,56.272
206.211,77.117,74.527,56.708
207.700,77.792,73.508,56.013
206.528,79.314,73.667,55.283
207.247,79.421,73.253,54.939
207.025,80.716,73.570,55.273
206.671,81.971,73.509,55.196
207.453,83.035,72.201,54.980
206.850,84.453,73.280,55.055
206.497,84.555,71.818,54.470
205.365,83.538,71.947,53.113
207.346,82.181,70.715,53.471
205.293,81.227,71.622,53.778
204.980,80.463,70.751,52.939
205.794,80.950,70.840,54.050
206.229,82.418,70.839,53.223
205.345,81.709,70.514,53.409
206.883,80.110,69.407,52.670
206.479,80.417,68.762,53.025
206.721,79.690,68.520,52.903
205.416,80.222,69.081,52.805
205.818,81.686,67.915,51.935
204.653,80.865,69.650,52.267
206.307,80.971,68.278,51.693
205.323,77.886,68.935,52.505
205.793,77.012,68.237,52.685
204.494,79.823,68.794,51.025
204.509,78.660,67.342,50.151
203.795,78.675,68.070,50.003
203.298,77.339,67.075,51.155
203.684,77.993,67.126,50.080
203.010,79.126,66.501,50.485
203.532,80.228,64.992,50.021
202.234,79.463,65.641,50.291
202.608,78.721,64.432,50.280
202.660,78.198,65.127,49.843
203.059,78.711,65.127,50.071
201.828,79.117,65.641,49.145
201.002,79.966,65.355,49.387
201.515,79.338,63.872,49.729
202.474,79.896,63.651,49.519
201.658,78.767,63.932,49.750
202.647,77.639,62.407,49.971
202.250,77.748,62.751,48.856
203.197,79.299,62.524,49.642
202.108,79.020,63.364,49.977
201.908,80.718,62.294,49.180
202.626,80.321,61.303,48.753
201.506,82.129,62.227,47.985
202.602,80.924,61.679,48.423
202.547,81.691,61.351,48.861
202.187,84.551,61.631,48.094
202.249,83.515,61.071,48.420
202.031,82.643,60.089,48.202
202.468,81.892,59.754,47.760
202.156,81.149,59.950,48.495
202.524,82.273,59.646,48.192
202.017,81.632,59.262,48.722
202.178,82.976,58.832,47.646
201.688,80.180,59.390,47.618
202.187,78.736,58.285,48.056
202.271,77.841,58.541,47.618
201.634,79.803,56.950,48.360
201.325,80.347,57.989,48.009
201.261,81.868,58.011,47.088
201.482,80.724,57.044,47.169
201.494,79.648,57.437,46.927
200.869,78.452,57.333,46.927
200.193,78.504,55.876,47.240
199.895,79.246,56.369,47.713
197.384,78.650,56.708,46.719
197.502,77.587,56.369,46.476
198.306,77.238,55.378,47.071
197.895,75.854,55.685,46.866
197.639,74.367,55.685,46.866
197.383,75.854,54.250,46.661
196.820,78.368,54.870,45.170
196.841,76.640,54.727,45.723
196.654,76.375,53.191,46.756
196.536,76.241,54.527,46.423
196.112,76.717,52.950,46.180
195.448,75.738,53.784,46.157
196.827,76.305,52.426,46.023
195.249,76.650,52.921,45.530
197.762,77.241,52.527,46.811
196.749,79.244,52.662,45.395
198.077,79.390,51.770,45.593
197.917,79.067,52.286,44.872
197.469,77.629,53.086,44.642
197.283,76.246,51.603,45.458
198.337,75.392,51.727,44.351
197.884,74.228,52.154,45.335
197.915,74.459,52.286,45.360
197.330,74.703,51.116,45.068
196.570,77.451,50.809,44.278
196.597,78.204,50.945,44.292
195.890,76.846,50.067,43.952
195.155,75.686,49.751,44.108
194.920,76.580,50.409,43.826
192.233,77.220,49.543,44.910
191.098,77.929,49.543,44.059
192.015,78.910,49.393,44.902
191.467,79.615,49.354,43.964
190.512,78.866,49.486,43.593
192.645,77.773,48.012,42.801
191.705,78.233,48.163,43.702
193.419,76.612,47.956,43.170
193.088,74.980,48.800,44.339
193.634,76.383,47.709,43.312
192.542,79.283,48.163,43.247
191.540,78.661,48.428,43.484
191.177,79.693,48.048,42.893
191.985,82.384,46.433,41.972
190.232,82.385,47.106,43.121
191.511,83.120,46.631,42.647
190.917,82.684,46.742,42.802
191.455,80.177,45.668,42.892
191.582,78.026,46.659,42.474
193.153,76.429,46.653,41.996
193.773,75.790,45.413,42.652
192.838,72.855,47.460,43.210
193.351,75.704,45.978,41.972
192.216,75.296,45.871,43.142
190.753,76.831,44.789,42.296
189.161,79.770,45.085,41.758
188.463,80.630,45.350,41.781
187.151,80.772,45.085,41.846
185.843,80.544,45.350,41.694
186.322,80.761,44.392,42.390
185.277,79.760,45.002,42.129
186.505,81.127,44.822,41.583
186.848,82.447,44.137,41.541
186.975,81.276,43.882,41.645
187.103,80.285,43.627,41.916
186.975,82.830,43.796,41.559
186.033,82.822,43.969,41.403
185.178,82.737,43.969,40.889
186.497,81.496,44.307,41.161
187.864,80.263,43.798,41.659
188.976,80.306,42.600,41.403
188.845,80.585,42.861,41.853
189.611,82.377,42.351,42.011
188.214,82.838,43.455,40.411
188.510,79.344,42.861,40.340
189.640,76.624,42.773,40.768
189.596,77.678,42.777,41.937
187.683,76.961,42.776,40.650
187.768,76.985,42.189,41.186
188.562,78.364,41.604,40.100
188.443,75.935,41.841,40.036
187.459,75.360,42.169,41.103
184.316,78.034,42.105,40.351
182.753,76.171,41.518,39.537
183.697,75.146,42.483,40.933
186.142,74.310,41.270,41.019
185.729,75.835,41.436,40.033
184.675,76.526,41.912,41.260
185.330,77.941,41.520,40.100
184.186,79.532,40.692,40.528
184.717,79.329,40.607,39.955
184.356,78.642,41.250,39.791
185.166,74.890,41.749,39.792
186.105,72.307,40.856,40.036
185.867,74.091,40.682,40.034
185.543,74.415,40.682,39.953
183.679,75.752,39.548,39.305
184.247,78.490,40.468,38.966
183.244,77.691,40.883,39.054
183.275,76.807,40.420,38.739
184.157,75.894,40.724,39.929
183.854,78.516,39.224,39.143
183.438,79.003,39.976,39.034
184.098,78.237,39.531,39.293
183.709,77.728,39.915,38.255
184.581,75.336,40.212,38.170
184.660,72.901,39.976,38.327
185.563,72.351,39.034,39.348
184.110,72.941,38.955,39.034
183.688,74.509,39.176,38.941
184.191,74.894,39.034,38.720
183.808,75.291,39.176,38.239
184.554,74.638,37.994,39.157
182.848,76.383,38.459,38.692
182.305,77.895,38.924,38.692
181.867,77.341,39.410,38.317
182.609,77.302,38.785,37.849
183.281,76.581,38.288,37.826
182.908,73.910,38.958,37.810
183.666,71.707,38.288,37.595
182.508,71.114,39.084,38.399
183.208,72.868,37.529,38.304
182.583,72.934,38.171,38.095
183.070,73.383,38.040,38.040
182.572,72.886,38.422,37.963
183.184,74.263,38.346,38.193
183.637,75.641,37.749,36.978
182.476,75.896,37.219,38.419
182.608,77.084,37.487,37.031
183.118,75.565,37.294,36.768
182.758,74.047,37.418,37.418
183.232,73.622,37.294,37.069
182.872,75.385,37.641,37.492
182.431,77.966,37.920,37.165
182.128,81.743,37.467,35.880
182.110,83.138,36.915,37.063
181.688,82.789,37.167,36.574
182.281,84.048,36.796,36.944
180.911,86.676,36.722,36.500
181.403,90.587,36.621,36.842
181.844,93.859,37.651,36.915
181.535,97.685,36.843,35.568
182.330,96.972,36.123,35.978
181.895,97.334,36.413,35.760
180.734,97.588,36.848,37.139
181.168,100.314,35.834,35.760
180.715,101.625,36.162,36.666
180.172,104.329,36.664,36.007
178.492,106.702,36.737,35.569
180.830,105.990,36.196,36.413
180.304,106.449,35.350,36.007
180.596,106.211,35.553,36.126
180.003,106.769,36.162,35.874
179.587,108.385,35.108,35.833
179.879,108.187,35.376,35.660
178.467,106.917,35.482,35.911
177.966,108.777,35.911,35.625
178.417,108.220,34.001,36.162
177.431,108.597,35.902,35.691
177.878,110.234,35.802,35.586
176.679,108.927,34.409,34.409
174.968,105.145,34.724,34.655
174.946,101.960,34.142,34.281
173.718,93.948,33.993,34.815
172.282,86.435,34.241,34.655
173.525,81.257,34.448,34.379
173.145,80.843,33.413,36.174
171.993,79.180,35.158,34.597
171.713,78.900,33.897,35.088
171.886,76.078,34.310,34.034
171.565,68.903,34.404,35.364
171.748,65.294,34.807,34.317
172.255,62.844,34.072,36.784
172.029,63.122,34.807,35.092
170.734,60.918,33.687,34.737
170.101,60.810,34.884,35.912
170.281,61.504,33.529,36.370
170.027,63.581,33.897,35.648
169.957,64.387,34.317,35.858
169.976,62.989,33.293,35.479
169.846,60.364,33.827,35.001
169.156,57.499,33.413,35.001
170.100,55.672,33.239,35.501
168.287,53.058,34.241,35.001
167.676,48.515,33.655,35.810
167.607,47.368,34.072,36.784
165.676,49.777,34.168,37.009
164.519,50.040,33.550,36.126
165.536,50.244,33.617,36.698
164.358,50.607,33.081,35.973
164.123,50.989,33.827,36.450
163.050,52.991,34.139,35.902
162.979,53.802,35.056,36.819
163.003,54.131,34.865,36.090
164.097,56.193,33.884,35.802
164.021,58.336,34.317,36.488
163.918,61.379,32.463,36.228
163.374,64.719,33.827,35.208
163.390,64.592,34.072,35.115
163.529,63.584,33.655,34.906
163.581,62.605,34.034,35.691
162.739,62.591,33.897,35.718
162.669,63.432,34.317,34.877
163.835,63.139,33.655,34.489
164.900,62.907,33.239,34.610
164.170,63.136,34.153,35.378
165.489,61.635,33.267,35.228
